S. no.,extracted_text,LLM_summary,link_to_notice,tags,telegram_notification_sent,email_sent
34,"NETAJISUBHASUNIVERSITYOFTECHNOLOGY
ASTATEUNIVERSITYUNDERDELHIACT060f2018,GOVT,OFNCTOFDELHI
(FORMERLYNETAJISUBHASINSTITUTEOFTECHNOLOGY)
AzadHindFaujMarg,Sector-3,Dwarka,NewDelhi-110078 Telephone:+91-
11-25099020Fax:+91-11-25099022Website:|Ittp:Ilwww.nsut,ac.in
Date:05.08.24
All the first year girl students of B. Tech. /BBA /BFT admitted to NSUT Main Campus are
hereby informed that the application for the hostel facility in Saraswati hostel (GH-1) & Alaknanda
International Gilr’s hostel (Only for DASA) for the upcoming Odd Semester of 2024-25 are now
open.
To avail the hostel facility, interested students (BOTH DELHI & OUTSIDEDELHI
CATEGORY) must apply for hostel accommodation through the Centralized University
Management System (CUMS), Candidates may log in to their account on the University website,
www.imsnsit.org, and submit application alongwith supported documents in hostel by 07 August,
01.00pm.
The allocation forms will be overseen by the hostel authorities according to the specified
guidelines. Shortlisted students will receive a notification on their @nsut.ac.inemail addresses . Once
selected, these students will be required to pay the necessary fees through CUMS.
Students will submit the hostel requisition forms the hostel office (Saraswati hostel (GH-1) &
Alaknanda International Gilr’s hostel (Only for DASA) for hostel accommodation along with the
following documents:
1. Hostel Requisition Form
2. A self-attested Photocopy of the Local Guardian’s I-card (for the local guardian’s
signature verification).
3. Self-attested Photo copy of Parent’s I-card (for parent’s signature verification).
4. Proof of Residential Address (Copy of Aadhar Card)
5. Self-attested copy of NSUT academic Fee Slip.
6. The original Deposit or Copy of e- Challans of Hostel Fee. (only for hostler students )
7. The original Deposit or Copy of e-Challans of Mess Fee. (only for hostler students)
8
9
Photo copy of self attested passport & visa for DASA Students
Five Color Photos (Two Stamp size and Three passport size).
Students who fail to produce the above documents will not be permitted to enter the hostel premises at any
cost.
Pagelof2
The hostel authorities will check the Hostel Requisition form, and fit found in order, after
allocation the student will be allowed to enter in the hostel premises by the hostel authorities.
WARDEN GH-I
Copy to:
|. Chief Warden for Information
Coordinator CUMS for Information
DSW
P.S. to Vice Chancellor (NSUT)
P.A. to Registrar (NSUT).
WAR
 
wWN
",First year girl students of B. Tech. /BBA /BFT admitted to NSUT Main Campus are. informed that the application for the hostel facility in Saraswati hostel (GH-1) & Alaknanda International Gilr’s hostel for the upcoming Odd Semester of 2024-25 are,https://www.imsnsit.org/imsnsit/plum_url.php?wlHPH5EToYCkPdxgqWRrWOwj33GTIPzIO8cl8j8fBHuQXuwLb46yanV9l5FM0lcN62iOkf2xanElhzTKdmmlVVZKiD7XzNs4cUAPzrfKqbSvvtP0Fs1hQsohDGD3/DyKkdOgEVKwZR6Pjd3DbvxAew7lbv717FMr7eK723stonjQn/YUf1drnHsjIEYzam3OFfvJwbUlN/BkA6gZLP5vOw==,"['Fee Payment', 'ECE']",1,1
35,"UNIVERSITY OF DELHI
THE UNDERMENTIONED CANDIDATES OF B.E. EIGHTH SEMESTER EXAMINATION HELD IN
MAY/JUNE, 2017 HAVING PASSED THE REMAINING SEMESTER EXAMINATION HELD IN NOV,
2017, THUS HAVING PASSED ALL THE SEMESTERS EXAMINATIONS, THE UNDER
MENTIONED REREGISTERED CANDIDATES IS DECLARED TO HAVE PASSED THE
EXAMINATION FOR THE DEGREE OF BACHELOR OF ENGINEERING (B.E.):-
NETAJI SUBHAS INSTITUTE OF TECHNOLOGY
B.E. (MANUFACTURING PROCESSES AND AUTOMATION ENGINEERING)
ROLLNO NAME AVERAGE CREDITS CLASS
EARNED AWARDED
668MP13 VANSH MENDIRATTA 59.85 228 SECOND CLASS
AK
AN)
CONTROELER OF EXAMINATIONS
tp
 
- or
FACULTY OF TECHNOLOGY
patep:- | 5 AUG 2024
Owe FA.
Scanned with CamScanner
s.NO/NOT/2024/.4! 7 sade
UNIVERSITY OF DELHI
THE UNDERMENTIONED CANDIDATES OF B.E. EIGHTH SEMESTER EXAMINATION HELD IN
MAY/JUNE, 2005 HAVING PASSED THE REMAINING SEMESTER EXAMINATION HELD IN
MARCH, 2023, THUS HAVING PASSED ALL THE SEMESTERS EXAMINATIONS, THE UNDER
MENTIONED REREGISTERED CANDIDATES IS DECLARED TO HAVE PASSED THE
EXAMINATION FOR THE DEGREE OF BACHELOR OF ENGINEERING (B.E.):-
NETAJI SUBHAS INSTITUTE OF TECHNOLOGY / PRIVATE
B.E. INSTRUMENTATION AND CONTROL ENGINEERING)
ROLLNO NAME AVERAGE CREDITS CLASS
EARNED AWARDED
460IC2K 1 PRASHANT BHORIA 59.85 228 SECOND CLASS
#RK
A
FACULTY
 
OF TEYHNOLOGY CONTROLL F EXAMINATIONS
patep: 9 5 AUG 2024
dan
Scanned with CamScanner
","UNIVERSITY of DELHI. CANDIDATES OF B.E. EIGHTH SEMESTER EXAMINATION. HAVING PASSED THE REMAINING SEMESter EXAMinATION HELD in NOV. 2017, THUS HAVing PASSed ALL THE SEMESTERS EXAMINEES",https://www.imsnsit.org/imsnsit/plum_url.php?YgyPl9HLRjL9rEebMTop6rCet1hXWOyLihsGrsOrGb6lGMviMIXpVFehLzGNSEhiuuY9YuYamhDx0keY37FkHqmh4Og04pwo1UPA/2FXFpr0+73sITkVmppLFIIgMsgaVn3ZeJfE7kVhChqONhqB9TYFK4AUCCMChzz7baqrwNz+VCSHlwf1dYXsKAteCrly7c5+gmjvCB9dWSncihQjlg==,[],1,1
36,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
AZAD HIND FAUJ MARG, SECTOR — 3, DWARKA
NEW DELHI — 110078
DATE: 06/08/2024
SUB: B.Tech. (ME/MPAE) 7 Semester —Project-I (MEMEC22/MPMEC22) for the
academic session 2024-2025.
All students of 7"" semester (ME/MPABE) are hereby instructed to submit the details of their B.Tech.
Project — I (MEMEC22/MPMEC22) in consultation with their supervisor(s) in the enclosed
CONSENT FORM.
Hard copy of CONSENT FORM, duly approved by the supervisor(s), must be submitted latest by
13/08/2024, 5.00 P.M.
(Venue: Fitting Shop, Central Workshop)
Note:
1. The maximum number of students permissible a group is FOUR (04).
2. Project evaluation of Mid-term and End-term will be done as per the academic calendar of the
University.
3. No change of supervisor and group members will be entertained without permission of the
Chairman BTP/HoD.
4. Maximum number of projects under each faculty member (including both, as main guide or co-
guide) is FOUR (04).
Dr. Vivek Kumar & Dr. Vinay Panwar
Coordinators: BTP & Indus. Training, ME, NSUT
CONSENT FORM
B. TECH. PROJECT — I (ME/MPAE)
(MEMEC22/MPMEC22)
Academic session: 2024-2025
Date: .......ccccccceceeeees
1. Title of the Project
2. Details of Students
S. No. Name Roll No. Mob. No. Signature
3. Consent of Project Supervisor(s)
S. No. Name of Faculty Supervisor(s) Signature
",B.Tech. (ME/MPAE) 7 Semester —Project-I (MEMEC22/MPMEC22) for the Academic session 2024-2025. The maximum number of students permissible a group is FOUR (04) Project evaluation will be done as per the academic calendar of the university.,https://www.imsnsit.org/imsnsit/plum_url.php?NaLgW5Aleh/OFZVY4icEq0gasmdvrWwayZN12CQkMPjYCD3ajLjvP7u5ycqJO7ICgEa5RMydXYfFHNkD0Ig9IZUoloMuIyq38uxUJphkRTnU57vBUCD2vb+Xs4ye3KVtS6xw4qtGjemrDPVNDFC10TbKCo6HzEBSUu8pCMaEKD7N26N0r11wsBf3VYPT0xlp2DtQcDv6g8al3u/RXDiQpAnrz4QgC7VmcRQlBmaiHRY=,"['B.Tech', 'ECE']",1,1
37,"Aas TAT Tears fates, Terat aeax
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS
A STATE UNIVERSITY UNDER DELHI ACT 06 of 2018, GOVT. OF NCT OF DELHI
(Formerly Ch. Brahm Prakash Government Engineering College)
Jaffarpur, New Delhi - 110073
Telephone: +91-11-25318161; website: www.nsut.ac.in
Dated:-05/08/2024
NOTICE
All the first-year students newly admitted to the undergraduate programs in Architecture & Planning, Civil
Engineering, Geoinformatics and Mechanical Engineering in Electrical Vehicles are cordially invited to
participate in the Orientation cum Induction Program 2024 in MP Hall of Netaji Subhas University of
Technology, West Campus at 2:00 PM on 06th August’ 2024 (Tuesday). It is a great opportunity to all of you to
interact with University authorities in this program.
A lunch will be provided for students and their parents at 1:00 PM near the canteen, West Campus.
Thanks and regards.
Prof. Prerna Gaur
Director
NSUT, West Campus
","First-year students newly admitted to the undergraduate programs in Architecture & Planning, CivilEngineering, Geoinformatics and Mechanical Engineering in Electrical Vehicles are cordially invited to participate in the Orientation cum Induction Program 2024. Lunch will be provided for students and their parents at 1:00 PM near the canteen, West Campus.",https://www.imsnsit.org/imsnsit/plum_url.php?BuxyqFGsnGp08DRKHrkjzoyKAihZlCgIob7y3hrJQHBtd5+Q+mDjQeg8a5p/ftj5v+WWYUEmuFmJ2QgGdDxRGBUR3jRVcmI5ShLYnbfPbxwHXj8r03ZpAnr19J5i897lbiy50rFnur1lp39sZYiflKyYr2jXBx7ht0Oh6Y5jDVryFvNmGVj9WSiTjjpojcBp6YcswQ9zoD8ZZCE7xykToBiGVldEPReBx3Tg8IobcXAvggBD7LBhUwIi+lqLClE5N8BBGYUoJP99mQfbStq0ZyDhXYEcI4fgrovmbiMEAozpfCnV2ZhBFmtfd8C7IN8M,[],1,1
38,"jcrot FHS Wreattrept fayteerca, usa ua
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS
(Formerly Ch, Brahm Prakash Government Engineering College)
Jaffarpur, Delhi-110073
Website: www.nsut.ac.in, Tel: 011-25318163
Circular
Orientation cum Induction Program, 2024
06 August 2024, 02:00 PM onwards
Sr No. Time Address Remarks
Ol 02:00 PM Welcome Note- Inauguration 10 mins
02 02:10 PM Saraswati Vandana and Lamp Lighting 10 mins
03 02:20 PM Bouquet distribution 10 mins
04 02:30 PM Address by Hon’ble Vice Chancellor 10 mins
Prof. Anand Srivastava
05 02:40 PM Address by Hon’ble Registrar 10 mins
Prof. Shailendra Kumar Jha
06 02:50 PM Address by Hom’ble Director 10 mins
Prof. Prerna Gaur
07 03:00 PM Prof. K. R Harne 04 mins
Dean, IST
08 03:04 PM Prof. A K Dubey 04 mins
Dean, FIS
09 03:08 PM Prof. Sujata Sengar 04 mins
Dean, Academics
10 03:12 PM Prof. K.P S Rana 04 mins
Dean, FEME
11 03:16 PM Prof. Sanjeev Thakur 04 mins
Controller of Finance and Dean, Faculty of Science
12 03:20 PM Prof. Vijendra Singh 04 mins
Dean, Student Welfare
13 03:24 PM Prof. Sushama Nagpal 04 mins
Dean, Extension & Field Outreach
14 03:28 PM Prof. O P Thakur 04 mins
Dean, Faculty of Management studies
15 03:32 PM Prof. M P S Bhatia 04 mins
Dean, Information and Communication Technology
16 03:36 PM Prof. Tanushree Chaudhary 04 mins
Dean, Faculty of Humanities & Social Science
17 03:40 PM Prof. Shampa Chakraverty 04 mins
Dean, Department of Design
18 03:44 PM Prof. Vijay Gupta 04 mins
Dean, Research
19 03:48 PM Dr. Praveen Saroha 04 mins
Director, Physical Education
20 03:52 PM Prof. Athar Hussain 04 mins
Head, Civil
21 03:56 PM Dr. Pradeep Khanna 04 mins
Head, MEEV
jcrot FHS Wreattrept fayteerca, usa ua
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY, WEST CAMPUS
(Formerly Ch, Brahm Prakash Government Engineering College)
Jaffarpur, Delhi-110073
Website: www.nsut.ac.in, Tel: 011-25318163
22 04:00 PM Prof. Audithan Sivaraman 04 mins
Head, GI
23 04:04 PM Dr. Neha Gupta 04 mins
Associate Head, Architecture & Planning
24 04:08 PM Dr. Sanjeev Kumar 04 mins
Head of Office and I/C Examination
25 04:12 PM Dr. Partha Das 04 mins
N.S.S Coordinator
26 04:16 PM Dr. Gaurav Saini 04 mins
Associate Dean Academics
27 04:20 PM Vote of Thanks 04 mins
Dr. Gaurav Saini
28 04:24 PM Hi-Tea --
Prof. Prerna Gaur
Director
NSUT West Campus
","NSUT West Campus is located at Jaffarpur, Delhi-110073. The campus was formerly known as Brahm Prakash Government Engineering College. The university is a part of the National University of Technology, Delhi (NUT) The campus is located on the outskirts of the city.",https://www.imsnsit.org/imsnsit/plum_url.php?jn/zRIjazP5cmnw+/GR9BjV3dXaJ3lcMUXvpGkh4D/ayrZCE87iR1/6UX/uWwf7GAk86Tm2zmr4kqokll4sT8dLrmwaMVtzur9kkqmKDLxq+ctDZAK3gONE+5JOcBviV+eo1ZwDOoiMcinCsaG0SF/nD7rhxrAE2NGFqUtxdHYO6VhTB4BcQn39cUSvyZ6J4dHfMEleHbqX6XMGcMnQmVNhK+1uIZzi5vvg92NZzEoQ=,[],1,1
39,"Department of Biological Sciences and Engineering
Netaji Subhas University of Technology
Dated: 05/08/2024
NOTICE
M. Tech I“ and III? Semester Students of Bioinformatics who are not availing any financial
Support from any agency can apply for University Teaching Assistantship (UTA). Such
students are invited to fill the prescribed form (attached below) and submit to MTech.
Coordinator, Dr. Akhilesh Dubey (email id: akhilesh.dubey @nsut.ac.in) by 07/08/2024 (e.,
Thursday).
Dr. Akhilesh Dubey
MTech Coordinator
Department of BSE
Copy for information please:
1. Dean (Academic)
2. Dean F.S.1LS.H.
NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
(Formerly, Netaji Subhas Institute of Technology)
Azad Hind Fauj Marg, Sector-3, Dwarka, New Delhi-110078
Website: www.nsut.ac.in
GRADUATE STUDENT APPLI ON FORM FO CHING ASSISTANTSHIP
This form should be used by all M.Tech. students who are not receiving any
fellowship and wish to be considered for University Teaching Assistantship (UTA).
Name: Degree & Year: .
Roll Number: Department:
Address: Phone (#1):
; Phone (#2)
E-Mail:
A. Courses Applied for TA ship (Course code and title in order of preference):
1)
2)
3)
—
B. Knowledge of Specific Hardware/Software: (If relevant to the course, please list
software, hardware etc. and level of familiarity):
C, Graduate Courses Taken (Please list all relevant courses):
D. Previous Teaching Assistantships Held (List all courses and years):
1 of 2 Pages
E. Other Relevant Courses or Experience:
Applicant’s Signature: Date:
For Office Use
Course assigned to TA:
Hours per week:
Course Supervisor (name and title):
Student notified: by letter
 
[| ] verbally
 
| | Professor notified [ ]
Recommendation (Approval / Rejection) of TA by Committee Members
Name and Signature: Date:
Name and Signature: Date: = =r
Name and Signature: Date:
Name and Signature: Date:
Name and Signature: Date:
2 of 2 Pages
",Department of Biological Sciences and Engineering at Netaji Subhas University of Technology. Students of Bioinformatics who are not availing any financial support from any agency can apply for University Teaching Assistantship (UTA) Such students are invited to fill the prescribed form (attached below) and submit to MTech.Coordinator,https://www.imsnsit.org/imsnsit/plum_url.php?ByINRSk8lO4bq3o81lyTekmJ/AAE2di8n/wxnkS4WvEquzYgUUf6aVPhSdmmQAWUzKmPHlbPZUOCZadu7L8reorSctpPwV0pTrsVf+euPNIkZYk5EmgpbmHyb00H9habYdI1xx9dLpUujzDRV64DwKP25/WmicCwq+uKGgM4c7GeBymZiJBTSRq6bWFKGzsM,['ECE'],1,1
40,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
(Formerly Netaji Subhas Institute of Technology)
AZAD HIND FAUZ MARG, SECTOR- 3,
DWARKA,NEW DELHI-110078
Tel: 2509950-Ext.-2325 Fax: 25099022,25 Website: http://www.nsut.nic.in
F. NO. 220(277)/Acad/Notice/ Dated: 05/08/2024
NOTICE
All the course instructors of the University may kindly ensure that the
attendance of all students is uploaded through CUMS on daily basis.
The following maybe noted:
1.
. The attendance portal shall remain UNLOCKED for the past 5 working
days only with effect from the current date.
If a student is absent from the University, he/she can claim for
relaxation in minimum attendance requirements. He/she SHALL NOT
It has been observed that faculty upload the attendance record just
before the last day of classes. Thus the students sometimes do not get
the opportunity to improve their class attendance. Finally they run
about to get their names deleted from the detention list (due to shortage
of attendance) on false grounds.
The office of the Dean (Academic) will not entertain any direct
request with respect to attendance issues after the DETENTION
list is declared/ portal is locked.
Page 1 of 4
7. The concerned instructor shall be responsible and answerable for any
late /incomplete attendance records.
Further, it may be noted that there shall be Strict Compliance of the
academic rules and regulations of NSUT. The relevant clause of the
academic rules and regulations is reproduced below as ANNEXURE A. Also
procedure for claiming relaxation on medical/other grounds are placed at
ANNEXURE B.
Aid Jonge
Dean Academics
Copy for information/ necessary action:
All Dean/Directors/ HODs
CUMS with request to circulate to all course instructors/students
AR to Vice Chancellor.
AR to Registrar.
All Notice Boards
WM
 
RWN
 
PE
Page 2 of 4
ANNEXURE A
11.ATTENDANCE AND DETENTION
11.1. Students of the programme are expected to attend every lecture,
tutorial and practical class scheduled for them.
11.2. The students must have a minimum attendance of 75% of the total
number of classes including lectures, tutorials and practicals, held in a
subject till MSE/ESE in order to be eligible to appear in the MSE/ESE for
that subject.
11.3. The Dean Academics, may allow relaxation in the minimum
requirement of attendance upto 10% for reasons to be recorded. This
relaxation may be granted on the production of documents showing that the
student was either busy in any authorized activities or was absent due to
medical/other genuine reasons. The student should submit these
documents to the HoD, within seven days of resuming the studies.
Certificates submitted later will not be considered.
11.4. Under exceptional circumstances, the Dean Academics may further
relax the minimum attendance up to 5% on recommendation of a committee
comprising of Dean Student Welfare, Dean of Faculty and HoD of the
respective department.
11.5. Relaxation in attendance maybe granted for a maximum of 2 times
during the duration of the programme.
11.6. A student shall not be permitted to appear in the MSE/ESE if his/her
attendance till MSE/ESE is below 60 % after relaxation given in clauses
11.3 and 11.4.
11.7. Students who are not allowed to appear in the ESE due to shortage of
attendance shall be awarded ‘FD’ grade. Such students shall have to register
again for that course in subsequent years/Summer semester to pass the
course.
11.8. A student can register again for a different elective course in
subsequent years/Summer semester and pass the elective course.
11.9. The attendance shall be counted from the date of start of
academic session. For first semester students, attendance shall be
counted from the date of the start of academic session or the actual
date of admission, whichever is later.
Page 3 of 4
ANNEXURE B
SOME SALIENT POINTS ARE AS FOLLOWS:
a. Minimum attendance requirements are applicable to all in-house
CC/FC/FE/EO/EG/ED courses.
b. If a student is absent from the University, he/she can claim for
relaxation in minimum attendance requirements. He/she SHALL
 
NOT BE
c. Medical Certificate/Any other certificate (Authorized academic/sport
activities) of student can be accepted only within 7 days of joining the
college after medical illness is over. They should be submitted in the office of
HoD.
d. HoD shall compile the applications and forward to the office of Dean
Academic.
e. These medical certificates shall be considered (after scrutiny) for any
relaxation in attendance by the Academic Section Only.
Page 4of 4
","Netaji Subhas Institute of Technology (NSUT) issues notice to all students. Students are expected to attend every lecture, tutorials and practical class scheduled for them. Relaxation in attendance maybe granted for a maximum of 2 times during the programme.",https://www.imsnsit.org/imsnsit/plum_url.php?hJ567TjspULzYjgSED4dcob2j5pOST2iBp5Ut8PmBQVadhuA4IxD2sBEwTFUb0iZCapYcpNqJHiMZajCxdkeqgEYnC7AQbL7PHfOkAsEGT137quYifPcfgrk89LV/37IvIvGVOmwqrcrsvZnjvyT8ZxodQAk7nojyiaT3qMZZKDiwUbH7UZs+zxjobttnkJX0j997j5Ak7FdNMGf1Yza+6POWMno8SEeB8jEYPMmbIwKSJAf4o9j++4U7d/7sG9U,"['Time Table', 'Exam Schedule', 'ECE']",1,1
41,"NETAJI SUBHAS UNIVERSITY OF TECHNOLOGY
AZAD HIND FAUJ MARG, SECTOR-3, DWARKA, NEW DELHF-110078
Department of Physics Date: 26-07-2024
Time Table (2024- 2025)|, Odd Term
Days/ Time 08:00-09:00 | 09:00-10:00 10:00-11:00 12:00-01:00 | 01:00-02:00 | 02:00-03:00 03:00-04:00 | 04:00:05:00 | 05:00- 06:00
Monday FE BATCH-1
|
 
E3(CSE-1) [ie :
Tuesday FE BATCH-3 FE BATCH-1 z = ore
Wednesday FE BATCH-2 raha FE BATCH-3
Thursd FE BATCH-4 AU
oad FE BATCH-2 :
4 fees P _ E3(CSE- 1)
puiday FE BATCH-4 a
Physics Practical’s (Block 6, Lab no. 218, 219)
Slot | Department Course name Course Instructor Room Sl iaigeaiaGulesiot Group
 
4 (Lab no.219) Group 2 (Lab no.218)
E1 CSDS Quantum Mechanics* Prof. S.K Sharma APJ-4 STAD 4 P1 Prof. S.K Sharma, Vidhi Dr. Jehova Jire, Savita
E2 ECE-1 Oscillation Waves and Optics® Ms. Manju Kumari APJ-5 4} |} |) 2 4 P2 Ms. Manju Kumari ,Prachi Prof. Sukhbir Singh, Sagarika
E3 CSE- 1 Quantum Mechanics Dr. Harsh Yadav APJ-1 3] 0] 2 4 Rs Dr. Harsh Yadav, Karan Prof. Ranjana Jha, Preeti
E4 CSAI-1 Quantum Mechanics Prof. Ranjana Jha APJ-2 3] 0nF 2 4 P4 Prof. Ranjana Jha , Karan Prof. Sukhbir Singh, Preeti
E5 ITNS Quantum Mechanics Dr. Anurag Gaur APJ-4 Se ROn ee 4 P5 Dr. Anurag Gaur , Toiba Prof. O.P Thakur, Prachi,
E6 IT-1 Quantum Mechanics Dr. Anurag Gaur APJ-3 SeEOn |. 2. 4 P6 Dr. Anurag Gaur , Shubham Dr. Harsh Yadav, Akanksha
Edd ECE-2 Oscillation Waves and Optics Dr. Vinod Kumar APJ-5 Su pOR | 2 Ames Dr. Vinod Kumar , Neeraj Prof. N.L Singh, Sagarika
E12 CSE- 2 Quantum Mechanics Dr. Jehova Jire APJ-1 SuROE|. 225 | As aRA2 Dr. Jehova Jire , Toiba Dr. Anurag Gaur, Akanksha
E13 CSAI-2 Quantum Mechanics Prof. S.K Sharma APJ-2 SeOR 2 4 | P13 Prof. S.K Sharma ,Vidhi Dr. Dushyant Kumar, Savita
E14 IT-2 Quantum Mechanics Dr. Dushyant Kumar | APJ-3 | 3 2 | 4 | P14 | Dr. Dushyant Kumar, Shubham Prof. Sukhbir Singh, Neeraj
*Quantum Mechanics (FCPH0114), ‘Oscillation Waves and Optics (FCPH0124)
Time Table Committee
1. Dr. Pargin Bangotr.
2. Dr. Dushyant Kumar
3. Dr. Anurag Gaur
os
ones
Prof. Ranjana Jha
","Physics Practical’s (Block 6, Lab no. 218, 219) Department of Physics. Course name Course Instructor Room Sl iaigeaiaGulesiot Group 4 (Lab no.219) Group 2 (LabNo.218) E1 CSDS Quantum Mechanics* Prof. S.K Sharma APJ",https://www.imsnsit.org/imsnsit/plum_url.php?VfZsK2OjCSdf+D1Cqtc+FYEUULHu5mpwG9TuHtk4T7rHGBuj7/k/3ys6HJxDh2wHAYAfg/flc50izcXKj26f69YxkKpNH3P55eJUEAQDR54D/Nh8cjuLF3/WdF912YbolQCtdj2bI8pTsSW58mIR7X77SSZ4QXxohGmWrrCb9ouAECup97nWUxsEeqk79H+sUIlhZq7VZ7tx0+EUd6r8GnkA7a8qMM85JyL1qUzd4fI=,"['Fee Payment', 'Time Table', 'ECE']",1,1
42,"Netaji Subhas University of Technology
Azad Hind Fauj Marg, Sector-3, Dwarka
New Delhi-110078
Department of Physical Education
& Sports
Sports Selection Trials (Basketball)
F. No 143(74)/AIU/PE/NSUT/1120 Dated: 22.8.2024
Students are hereby informed that the Department of Physical Education and Sports is
conducting the selection trials (for first years of all branches of Main Campus) to select the
University Basketball team for the upcoming sports tournaments. Please find below the
schedule to select the Basketball (Men and Women) team of Netaji Subhas University of
Technology for Main campus for the year 2024-2025. The selected team would participate
in various tournaments for the year 2024-2025.
S.No Event Date Time Venue
1 Basketball (Women) 23.8.2024 4:30 PM University
(Friday) Basketball Court
(Main Campus)
2 Basketball (Men) 23.8.2024 4:30 PM University
(Friday) Basketball Court
(Main Campus)
All students are required to wear appropriate sports attire (shorts and t-shirt) for the basketball
trials. Participants not adhering to this dress code will not be permitted to participate.
Copy To:
1. Director East and West Campus
2. Dean Student Welfare
3. Faculty Incharge Sports East and West Campus
4. AR to VC office for Information to Hon’ble Vice Chancellor Please.
5. PS to Registrar for information to Registrar Please.
Dr. Praveen Saroha
Director Physical Education (0)
Harshit Sharda 2022UEI2816 
Kushagra Kumar 2022UEI2838
Harshit chopra
",Basketball Selection Trials (Basketball) for first year students of Netaji Subhas University of Technology. The selected team would participate in various tournaments for the year 2024-2025. All students are required to wear appropriate sports attire (shorts and t-shirt) for the basketball evaluations.,https://www.imsnsit.org/imsnsit/plum_url.php?DyRY1vNC6Y7SSBJ7DsWM5lav5dxpveTrShNGtqjeHTkoM1adaPDDXLbIAmfN8Mckv88Dlc+T46MyAL8smZEwooLO6ZRBlsvdhHu2NSToGutOF32zK9mMJvgokpTLU+8PUemrsHbgZiEi0XnbsvWkI6K7NZ+xFcWsKdJl6NouHCdQkGGkP+Fm3PoPDWwgpbJfJbRGnzQzL94aGvQrfpFXtqYfGsgKgxoytvQnPUbbA8zGTI05ObhtjaGQJF/oCBa7,"['Time Table', 'Exam Schedule']",1,1
42,"Netaji Subhas University of Technology
Azad Hind Fauj Marg, Sector-3, Dwarka
New Delhi-110078
Department of Physical Education
& Sports
Sports Selection Trials (Basketball)
F. No 143(74)/AIU/PE/NSUT/1120 Dated: 22.8.2024
Students are hereby informed that the Department of Physical Education and Sports is
conducting the selection trials (for first years of all branches of Main Campus) to select the
University Basketball team for the upcoming sports tournaments. Please find below the
schedule to select the Basketball (Men and Women) team of Netaji Subhas University of
Technology for Main campus for the year 2024-2025. The selected team would participate
in various tournaments for the year 2024-2025.
S.No Event Date Time Venue
1 Basketball (Women) 23.8.2024 4:30 PM University
(Friday) Basketball Court
(Main Campus)
2 Basketball (Men) 23.8.2024 4:30 PM University
(Friday) Basketball Court
(Main Campus)
All students are required to wear appropriate sports attire (shorts and t-shirt) for the basketball
trials. Participants not adhering to this dress code will not be permitted to participate.
Copy To:
1. Director East and West Campus
2. Dean Student Welfare
3. Faculty Incharge Sports East and West Campus
4. AR to VC office for Information to Hon’ble Vice Chancellor Please.
5. PS to Registrar for information to Registrar Please.
Dr. Praveen Saroha
Director Physical Education (0)
",Basketball Selection Trials (Basketball) for first year students of Netaji Subhas University of Technology. The selected team would participate in various tournaments for the year 2024-2025. All students are required to wear appropriate sports attire (shorts and t-shirt) for the basketball evaluations.,https://www.imsnsit.org/imsnsit/plum_url.php?DyRY1vNC6Y7SSBJ7DsWM5lav5dxpveTrShNGtqjeHTkoM1adaPDDXLbIAmfN8Mckv88Dlc+T46MyAL8smZEwooLO6ZRBlsvdhHu2NSToGutOF32zK9mMJvgokpTLU+8PUemrsHbgZiEi0XnbsvWkI6K7NZ+xFcWsKdJl6NouHCdQkGGkP+Fm3PoPDWwgpbJfJbRGnzQzL94aGvQrfpFXtqYfGsgKgxoytvQnPUbbA8zGTI05ObhtjaGQJF/oCBa7,"['Time Table', 'Exam Schedule']",1,1
